String ID,Dev Notes / Context,Character Limit,Text
"Do not watch Mr. Junk's treasure, Hunter!",NPC text,96,"Ne surveille pas le trésor de M. Junk, Hunter !"
"Don't screw up, Hunter",NPC text,96,"Ne fais pas d'erreur, Hunter"
"Don't worry, your secret is safe",NPC text,96,"Ne t'inquiéte pas, ton secret est en sécurité"
Eat this!,NPC text,96,Mange ça !
Here's some equipment.,NPC text,96,Voilé de l'équipement.
Finally that shithole is closed,NPC text,96,Enfin ce trou à rats est fermé
Fire in the hole!,NPC text,96,Feu dans le trou !
Found one,NPC text,96,J'en ai trouvé un
"Fresh meat, huh?",NPC text,96,"De la viande fraîche, hein ?"
Fuck it! I hope Artemovich doesn't send me in there,NPC text,96,Putain ! J'espére qu'Artemovich ne m'enverra pas là-dedans
Fuck!,NPC text,96,Putain !
Fuck! A Grenade,NPC text,96,Putain ! Une Grenade
Fuck! I forgot the analyzer!,NPC text,96,Putain ! J'ai oublié l'analyseur !
Fuck! I forgot the gps marker!,NPC text,96,Putain ! J'ai oublié le marqueur GPS !
Fuck! I forgot the repair kit!,NPC text,96,Putain ! J'ai oublié le kit de réparation !
Fuck! I forgot to bring the cctv camera!,NPC text,96,Putain ! J'ai oublié d'apporter la caméra de vidéosurveillance !
Fuck! I forgot to buy the dynamite!,NPC text,96,Putain ! J'ai oublié d'acheter la dynamite !
Fuck! Is that blood coming out of my ears?,NPC text,96,Putain ! Est-ce que ce sang sort de mes oreilles ?
Fuck...,NPC text,96,Putain...
Get away from there!,NPC text,96,éloigne-toi de là !
Get out of here!,NPC text,96,Sors d'ici !
Ghouls? Again?,NPC text,96,Des goules ? Encore ?
Gifts are coming!,NPC text,96,Des cadeaux arrivent !
Go away!,NPC text,96,Va-t'en !
Go find your own!,NPC text,96,Va trouver les tiens !
Go go go!,NPC text,96,"Allez-y, allez-y !"
"God, life is tough here",NPC text,96,"Mon Dieu, la vie est dure ici"
Goddammit!,NPC text,96,Bon sang !
Good job with the CCTV camera,NPC text,96,Bon travail avec la caméra de vidéosurveillance
Good job with the ghoul's lair Hunter!,NPC text,96,Bon travail avec le repaire de la goule Hunter !
Good luck hunter!,NPC text,96,Bonne chance chasseur !
"Good luck with the ghoul's lair, Hunter",NPC text,96,"Bonne chance avec le repaire de la goule, Hunter"
Grenade!,NPC text,96,Grenade !
Gunshots!,NPC text,96,Coups de feu !
HAHAHAHA!,NPC text,96,HAHAHAHA !
What the hell Hunter?,NPC text,96,C'est quoi ce bordel Hunter ?
Have you ever seen a ghoul? They are terrifying,NPC text,96,Tu as déjà vu une goule ? Elles sont terrifiantes
He has a silencer,NPC text,96,Il a un silencieux
He hit me!,NPC text,96,Il m'a frappé !
He's dead!,NPC text,96,Il est mort !
He's here!,NPC text,96,Il est là !
he's there?,NPC text,96,il est là ?
Hello,NPC text,96,Bonjour
Help!,NPC text,96,A l'aide!
Here is one,NPC text,96,En voici un
Here should be fine,NPC text,96,"Ici, ça devrait aller"
Here!,NPC text,96,Icié!
Hey Hunter!,NPC text,96,Hé Hunter!
"Hey rookie, don't suppose you've seen my...",NPC text,96,"Hé, le novice, je suppose que tu n'as pas vu mon..."
Hey Yakim!,NPC text,96,Hé Yakim!
HEY YOU!,NPC text,96,"Hé, TOI!"
HEY! Get away from Mr. Junk's treasure!,NPC text,96,Hɠ! éloigne-toi du trésor de M. Junk!
How did I get here?,NPC text,96,Comment suis-je arrivé ici?
I am blinded,NPC text,96,Je suis aveuglé
I bet 3000 roubles that this one doesn't come back alive!,NPC text,96,Je parie 3é000 roubles que celui-ci ne reviendra pas vivant!
I CAN NOT MOVE!!,NPC text,96,JE NE PEUX PAS BOUGER!!
I can't see anything!,NPC text,96,Je ne vois rien!
I can't see him!,NPC text,96,Je ne le vois pas!
I don't have the key,NPC text,96,Je n'ai pas la clé
I don't wanna talk with you,NPC text,96,Je ne veux pas te parler
I forgot the CCTV camera!,NPC text,96,J'ai oublié la caméra de surveillance!
I forgot the GPS marker!,NPC text,96,J'ai oublié le marqueur GPS!
I guess you're not a virgin anymore,NPC text,96,Je suppose que tu n'es plus vierge
I hear gunshots!,NPC text,96,J'entends des coups de feu!
I just cant seem to find it.,NPC text,96,Je n'arrive pas à le trouver.
I need help here!,NPC text,96,J'ai besoin d'aide!
I need to get closer to the center,NPC text,96,Je dois me rapprocher du centre
I need to reload!,NPC text,96,Je dois recharger!
I need to treat the radiation,NPC text,96,Je dois traiter les radiations
I will try to collect some items for you,NPC text,96,Je vais essayer de récupérer quelques objets pour toi
I'm chasing!,NPC text,96,Je te poursuis !
I'm close enough to place the analyzer,NPC text,96,Je suis assez près pour placer l'analyseur
I'm coming!,NPC text,96,J'arrive !
I'm in!!,NPC text,96,Je suis dedans !!
I'm not feeling good...BLEAH!!,NPC text,96,Je ne me sens pas bien... BEURK !!
I'm pushing!,NPC text,96,Je pousse !
"I'm tasting blood, not good",NPC text,96,"J'ai le goét du sang, pas bon"
I've got one minute to get my ass out of here!,NPC text,96,J'ai une minute pour sortir mon cul d'ici !
"If we're lucky, we'll see the sunrise holding a cup of vodka!",NPC text,96,"Si nous avons de la chance, nous verrons le lever du soleil tenant une tasse de vodka !"
If you want to pass you have to pay,NPC text,96,"Si tu veux passer, tu dois payer"
In memory of Grigoriy...,NPC text,96,En mémoire de Grigoriy...
Interesting!,NPC text,96,Intéressant !
It seems that the bandits have taken everything...,NPC text,96,Il semblerait que les bandits aient tout pris...
It was the Crimson Corporation,NPC text,96,C'était la Crimson Corporation
It's beautiful isn't it? Now move away!,NPC text,96,"C'est magnifique, n'est-ce pas ? Maintenant, éloigne-toi !"
It's Mr. Junk's alone! His alone!,NPC text,96,C'est M. Junk tout seul ! Tout seul !
It's you,NPC text,96,C'est toi
Jam! I need to reload!,NPC text,96,Confiture ! Je dois recharger !
Jesus Christ!,NPC text,96,Jésus Christ !
Make sure to not make mess,NPC text,96,Assure-toi de ne pas faire de dégâts
Man down!,NPC text,96,Homme à terre !
Many who venture out there never come back.,NPC text,96,Beaucoup de ceux qui s'aventurent là-bas ne reviennent jamais.
Maybe there really is a spy....,NPC text,96,Peut-être qu'il y a vraiment un espion....
MILK! MILK! MILK!,NPC text,96,LAIT ! LAIT ! LAIT !
Mmm...,NPC text,96,Mmm...
Mmm?,NPC text,96,Mmm ?
MORPHINE! I need morphine!,NPC text,96,DE LA MORPHINE ! J'ai besoin de morphine !
Motherfucker!,NPC text,96,Enfoiré !
Mr. Junk does not trade his treasure!,NPC text,96,M. Junk n'échange pas son trésor !
My eyes!,NPC text,96,Mes yeux !
My god! It hurts so much!,NPC text,96,Mon Dieu ! ça fait tellement mal !
My God...,NPC text,96,Mon Dieu...
Need something?,NPC text,96,Besoin de quelque chose ?
"Nevermind, you're not ready yet.",NPC text,96,"Peu importe, tu n'es pas encore prét."
No no no no no! Go away!,NPC text,96,Non non non non non ! Va-t'en !
NO WAY!,NPC text,96,PAS QUESTION !
No! No! No!,NPC text,96,Non ! Non ! Non !
NO! NO! NOOOOOOOO!,NPC text,96,NON ! NON ! NON ! NONOOOOOO !
Not like the last one,NPC text,96,Pas comme la derniére fois
Now I can go back to Artemovich and report it,NPC text,96,Maintenant je peux retourner voir Artemovich et le signaler
Oh God...,NPC text,96,Oh mon Dieu...
Oh shit! My nose is bleeding,NPC text,96,Oh merde ! Mon nez saigne
OH!,NPC text,96,OH !
Oh! Hello,NPC text,96,Oh ! Bonjour
OH! OH! OH!,NPC text,96,OH ! OH ! OH !
"Ohhh, here comes the rat!",NPC text,96,"Ohhh, voilé le rat !"
"OK, I found the sawmill",NPC text,96,"OK, j'ai trouvé la scierie"
Ok... Here should be fine,NPC text,96,"Ok... Ici, ça devrait aller"
Otherwise get out of my way,NPC text,96,"Sinon, éloignez-vous de mon chemin"
our money conbined with inventory value is too high,NPC text,96,Notre argent combiné à la valeur de l'inventaire est trop élevé
Priviet!,NPC text,96,Priviet !
Put down that weapon,NPC text,96,Posez cette arme
Put down that weapon!,NPC text,96,Posez cette arme !
Reload!,NPC text,96,Rechargez !
Right here,NPC text,96,Juste ici
Run!,NPC text,96,Courez !
Shut up! What are you? Cowards?,NPC text,96,Tais-toi ! Vous êtes quoi ? Des léches ?
SOLDIERS!,NPC text,96,SOLDATS !
Someone killed him!,NPC text,96,Quelqu'un l'a tué !
Someone must have saved me...,NPC text,96,Quelqu'un a dé me sauver...
"Sorry Santa, I don't have any milk...",NPC text,96,"Désolé Père Noël, je n'ai plus de lait..."
Sorry! I don't have time to waste,NPC text,96,Désolé ! Je n'ai pas de temps à perdre
Stop right there!,NPC text,96,Arréte tout de suite !
STOP STOP STOP looking at it!,NPC text,96,ARRéTE ARRéTE ARRéTE de le regarder !
"Take a rest and drink some Vodka, Hunter",NPC text,96,"Repose-toi et bois de la Vodka, Hunter"
Take care of the wounded,NPC text,96,Prends soin des blessés
Take this!,NPC text,96,Prends ça !
Thank you Hunter!,NPC text,96,Merci Hunter !
"Thank you, Hunter",NPC text,96,Merci Hunter
The barman will not be happy about this...,NPC text,96,Le barman ne sera pas content de ça...
The Doctor will be happy with these results,NPC text,96,Le Docteur sera content de ces résultats
The weapon jammed!,NPC text,96,L'arme s'est enrayée !
There is an engraving...,NPC text,96,Il y a une gravure...
These data are impressive!,NPC text,96,Ces données sont impressionnantes !
THEY ARE COMING!,NPC text,96,ILS ARRIVENT !
They shoot me!,NPC text,96,Ils m'ont tiré dessus !
They tortured and mutilated him....,NPC text,96,Ils l'ont torturé et mutilé...
This anomaly should be fine,NPC text,96,Cette anomalie devrait aller bien
This fucking radiation,NPC text,96,Cette putain de radiation
"This is Mr. Junk's treasure, Mr. Junk's TREASURE!",NPC text,96,"C'est le trésor de M. Junk, le TRÉSOR de M. Junk !"
This one looks good!,NPC text,96,Celui-ci a l'air bon !
This way,NPC text,96,Par ici
This way!,NPC text,96,Par ici !
Ugh! Where is it...,NPC text,96,Beurk ! oû est-il...
W-w-what?,NPC text,96,Q-q-quoi ?
Watch out Hunter,NPC text,96,Attention Hunter
We did it soldiers!,NPC text,96,On l'a fait soldats !
Welcome back Hunter!,NPC text,96,Bienvenue Hunter !
"Well, there's no way in",NPC text,96,"Eh bien, il n'y a aucun moyen d'entrer"
What a tremendous stench coming out of that hole,NPC text,96,Quelle puanteur épouvantable sort de ce trou
What do you want?,NPC text,96,Que veux-tu ?
What happened here?,NPC text,96,Que s'est-il passé ici ?
What the hell are you doing here?,NPC text,96,Que diable fais-tu ici ?
What the hell happened here?,NPC text,96,Que diable s'est-il passé ici ?
What the hell is happening?,NPC text,96,Que diable se passe-t-il ?
Whatever happens you must hold your positions!,NPC text,96,"Quoi qu'il arrive, tu dois tenir tes positions !"
Where?,NPC text,96,oû ?
Wow!,NPC text,96,Wow !
Yeah keep running bitch!,NPC text,96,"Ouais, continue de courir, salope !"
"Yeah, keep hiding",NPC text,96,"Ouais, continue de te cacher"
You are still alive then,NPC text,96,Tu es toujours en vie alors
You came back to see me?,NPC text,96,Tu es revenu me voir ?
You did it you son of a bitch!,NPC text,96,"Tu l'as fait, fils de pute !"
You do not have authorization to pass!,NPC text,96,Tu n'as pas l'autorisation de passer !
You filthy little rat...,NPC text,96,"Toi, sale petit rat..."
You have choosen death!,NPC text,96,Tu as choisi la mort !
"You would want it all for yourself, wouldn't you?",NPC text,96,"Tu voudrais tout pour toi, n'est-ce pas ?"
Zzzz...,NPC text,96,Zzzz...
Loners work 1,Daily quest names,48,Travail des solitaires 1
Loners work 2,Daily quest names,48,Travail des solitaires 2
Soldier work 1,Daily quest names,48,Travail des soldats 1
Soldier work 2,Daily quest names,48,Travail des soldats 2
Crimson work 1,Daily quest names,48,Travail écarlate 1
Crimson work 2,Daily quest names,48,Travail écarlate 2
Scientist work 1,Daily quest names,48,Travail des scientifiques 1
Scientist work 2,Daily quest names,48,Travail des scientifiques 2
A lone raider needs a job doing.,Daily quest descriptions,96,Un raider solitaire a besoin d'un travail à faire.
One of the Green Army grunts has a task.,Daily quest descriptions,96,L'un des soldats de l'Armée verte a une tâche à accomplir.
The Crimson Corporation got in touch.,Daily quest descriptions,96,La Crimson Corporation a pris contact.
The scientists are doing another experiment.,Daily quest descriptions,96,Les scientifiques font une autre expérience.
Kill Lazar,Quest names,64,Tuer Lazar
"Are you ready for some real action? You have to kill Lazar, the leader of the forest bandits.\nHe is located in the police station of the village, maybe you have already met him during one of your hunts.\nPrepare yourself well, he is always surrounded by his guards.\nIt won't be easy to kill him, but afterwards you'll be able to freely enter the police station and take what you want.",Quest descriptions,1024,"êtes-vous prét pour une véritable action ? Vous devez tuer Lazar, le chef des bandits de la forêt.\nIl se trouve dans le commissariat du village, vous l'avez peut-être déjà rencontré lors d'une de vos chasses.\nPréparez-vous bien, il est toujours entouré de ses gardes.\nCe ne sera pas facile de le tuer, mais après vous pourrez entrer librement dans le commissariat et prendre ce que vous voulez."
Kill Lazar,Quest objectives,128,Tuer Lazar
First steps,Quest names,64,Premiers pas
First steps p.1,Quest names,64,Premiers pas p.1
"Hey stranger! Welcome to the ZERO Sievert bunker.\nI don't know how you got here and frankly I don't care.\nIt's nothing personal, it's just that we see a lot of new faces here and only a few of them come back, so I won't waste my time remembering yours for now.\nFirst let's see what you can do, I'll give you a simple job: go to the forest and survive.\nGood luck!",Quest descriptions,1024,"Salut étranger ! Bienvenue dans le bunker ZERO Sievert.\nJe ne sais pas comment tu es arrivé ici et franchement je m'en fiche.\nCe n'est rien de personnel, c'est juste que nous voyons beaucoup de nouveaux visages ici et seulement quelques-uns d'entre eux reviennent, donc je ne vais pas perdre mon temps à me souvenir du tien pour l'instant.\nVoyons d'abord ce que tu sais faire, je vais te donner une tâche simple : aller dans la forêt et survivre.\nBonne chance !"
Kill 5 bandits in the forest,Quest objectives,128,Tuez 5 bandits dans la forêt
First steps p.2,Quest names,64,Premiers pas p.2
"Are you still alive? Fantastic!\nLooks like you have potential but it's still too early to tell, let's see how you do in combat.\nIf you survive I'll alert the Green Army that a new Hunter has arrived. I'll make sure you can get into their bunker area.",Quest descriptions,1024,"Es-tu toujours en vie ? Fantastique !\nOn dirait que tu as du potentiel mais il est encore trop tôt pour le dire, voyons comment tu te débrouilles au combat.\nSi tu survis, j'alerterai l'Armée verte qu'un nouveau chasseur est arrivé. Je m'assurerai que tu puisses entrer dans leur bunker."
Survive the forest 2 times,Quest objectives,128,Survivez à la forêt 2 fois
Valuable item,Quest names,64,Objet de valeur
"Very good! The Green Army grants you access to their bunker area. You should go and talk to them, they can sell you new equipment and give you some work to do.\nOkay, back to us! So... When the bandits took over the village in the forest, an old friend of mine left behind an item that is considered very valuable these days.\nThe item should be inside a bag in the southern part of the village, go there and retrieve it.",Quest descriptions,1024,"très bien ! L'Armée verte vous donne accès à leur bunker. Vous devriez aller leur parler, ils peuvent vous vendre du nouvel équipement et vous donner du travail à faire.\nOk, revenons à nous ! Alors... Lorsque les bandits ont pris le contrôle du village dans la forêt, un vieil ami à moi a laissé derriére lui un objet qui est considéré comme très précieux de nos jours.\nL'objet devrait être dans un sac dans la partie sud du village, allez-y et récupérez-le."
Retrieve the valuable item,Quest objectives,128,Récupérez l'objet de valeur
Smoking kills p.1,Quest names,64,Fumer tue p.1
"Yeah, I know. Smoking kills, but I don't know how long we're going to survive here anyway, so you might as well indulge a bit, right?\nI need a lot of cigarettes to build up a stock. \nIf you find any blue ones don't sell them, just keep them. I'll need them later on.",Quest descriptions,1024,"Ouais, je sais. Fumer tue, mais je ne sais pas combien de temps nous allons survivre ici de toute façon, alors autant se faire plaisir un peu, non ?\nJ'ai besoin de beaucoup de cigarettes pour constituer un stock. \nSi tu trouves des bleues, ne les vends pas, garde-les. J'en aurai besoin plus tard."
Find 10 red cigarette,Quest objectives,128,Trouve 10 cigarettes rouges
Smoking kills p.2,Quest names,64,Fumer tue p.2
"Ok hunter, now if by chance you could also bring me some blue ones it would be great!.\nThey are of a much higher quality.",Quest descriptions,1024,"Ok chasseur, maintenant si par hasard tu pouvais aussi m'apporter des bleues ce serait génial !\nElles sont d'une qualité bien supérieure."
Find 5 blue cigarette,Quest objectives,128,Trouve 5 cigarettes bleues
The lost convoy,Quest names,64,Le convoi perdu
"We lost contact with a convoy carrying supplies for the bunker.\nWhen the transmission stopped it was in the forest, go there and find out what happened.",Quest descriptions,1024,"Nous avons perdu le contact avec un convoi transportant des provisions pour le bunker.\nQuand la transmission s'est arrétée, il était dans la forêt, vas-y et découvre ce qui s'est passé."
Find 5 blue cigarette,Quest objectives,128,Trouve 5 cigarettes bleues
Vendetta,Quest names,64,Vendetta
"Damn it! Was it the bandits then? I'm not surprised, they are always causing a trouble.\nIt's time for revenge, kill as many bandits as you can, Hunter.",Quest descriptions,1024,"Bon sang ! C'était les bandits alors ? Je ne suis pas surpris, ils causent toujours des ennuis.\nIl est temps de se venger, tue autant de bandits que tu peux, chasseur."
Survive the forest 2 times,Quest objectives,128,Survivre à la forêt 2 fois
Survivalist: Forest p.1,Quest names,64,Survivaliste : Forêt p.1
Towards makeshift camp,Quest names,64,Vers le camp de fortune
The motel p.2,Quest names,64,Le motel p.2
"I see that you are becoming familiar with the hunts.\nLet's see what you are capable of, I am ready to pay you well if you can survive in these conditions.\nGood luck!",Quest descriptions,1024,"Je vois que tu te familiarises avec les chasses.\nVoyons de quoi tu es capable, je suis prét à te payer bien si tu peux survivre dans ces conditions.\nBonne chance !"
Survive the forest 2 times,Quest objectives,128,Survivre à la forêt 2 fois
Survivalist: Forest p.2,Quest names,64,Survivaliste : Forêt p.2
"Not bad Hunter, let's see if you can now beat my record in the forest",Quest descriptions,1024,"Pas mal Hunter, voyons si tu peux maintenant battre mon record en forêt"
Survive the forest 2 times,Quest objectives,128,Survivre à la forêt 2 fois
Supply p.1,Quest names,64,Ravitaillement p.1
"Hey Hunter!\nRecently, few supplies have arrived and people still need to eat.\nWe could use some help replenishing our supplies.",Quest descriptions,1024,"Hé Hunter !\nRécemment, peu de ravitaillement est arrivé et les gens ont encore besoin de manger.\nNous aurions besoin d'aide pour réapprovisionner nos provisions."
Find 10 bread,Quest objectives,128,Trouver 10 pains
Supply p.2,Quest names,64,Ravitaillement p.2
"Great!\nNow that we're settled on the essentials, I'd like you to bring me some more lasting food, like canned food.",Quest descriptions,1024,"Super !\nMaintenant que nous sommes fixés sur l'essentiel, j'aimerais que tu m'apportes de la nourriture plus durable, comme des conserves."
Find 3 generic chocolate,Quest objectives,128,Trouver 3 chocolats génériques
Chocolate for everyone,Quest names,64,Du chocolat pour tout le monde
"Chocolate is becoming a luxury good now, bring me some. I will pay you well",Quest descriptions,1024,"Le chocolat devient un produit de luxe maintenant, apporte-m'en. Je te paierai bien"
Find 3 generic chocolate,Quest objectives,128,Trouve 3 chocolats génériques
What's on the flash drive?,Quest names,64,Qu'est-ce qu'il y a sur la clé USBé?
"Hunter! Last night I had the strangest dream!\nI don't know for what reason but I had to find two flash drives and take them to a strange guy with a beanie. The crazy thing was that I couldn't find these flash drives anywhere, ANYWHERE!\nCan you imagine what that feels like? To have to find two flash drives but not be able to do it?\nWell, you'll figure it out for yourself. Find two and bring them to me",Quest descriptions,1024,"Chasseur! La nuit derniére, j'ai fait le réve le plus étrange!\nJe ne sais pas pour quelle raison, mais j'ai dé trouver deux clés USB et les apporter à un type étrange avec un bonnet. Le plus fou, c'est que je n'ai pu trouver ces clés USB nulle part, NULLE PARTé!\nPeux-tu imaginer ce que ça faité? Devoir trouver deux clés USB mais ne pas pouvoir le faire?\nEh bien, tu le découvriras par toi-même. Trouve-en deux et apporte-les-moi"
Find 8 forks,Quest objectives,128,Trouve 8 fourchettes
No more barks,Quest names,64,Plus d'aboiements
"Have you heard the latest news? A group of Hunters have been attacked by a pack of wolves, their numbers have increased a lot lately and this is causing us problems in moving around the area.\nSomeone's got to do the dirty work.\nIf you want the job, it's yours.",Quest descriptions,1024,"As-tu entendu les derniéres nouvellesé? Un groupe de chasseurs a été attaqué par une meute de loups, leur nombre a beaucoup augmenté ces derniers temps et cela nous cause des problémes pour nous déplacer dans la région.\nQuelqu'un doit faire le sale boulot.\nSi tu veux le travail, c'est le tien."
Kill 15 wolfs,Quest objectives,128,Tue 15 loups
New arrivals,Quest names,64,Nouveaux arrivants
"Very interesting. From the flash drives you brought me I found out that there is a lot of movement in the port area of the industrial zone, go there and find out what it is all about.",Quest descriptions,1024,"très intéressant. Grâce aux clés USB que vous m'avez apportées, j'ai découvert qu'il y a beaucoup de mouvement dans la zone portuaire de la zone industrielle, allez-y et découvrez de quoi il s'agit."
Find 2 cooking pots,Quest objectives,128,Trouver 2 casseroles
Cutlery,Quest names,64,Couverts
"Hey Hunter!\nI have a very simple but boring job to do. \nThese animals that live here keep stealing my cutlery once they finish eating, assholes. I'd like to see them run a bar in this place without going crazy.\nAnyway, I need forks, knives and spoons.\nBring them to me.",Quest descriptions,1024,"Salut Chasseur !\nJ'ai un travail très simple mais ennuyeux à faire. \nCes animaux qui vivent ici n'arrétent pas de me voler mes couverts une fois qu'ils ont fini de manger, connards. J'aimerais les voir tenir un bar dans cet endroit sans devenir fous.\nEn tout cas, j'ai besoin de fourchettes, de couteaux et de cuilléres.\nApportez-les-moi."
Find 8 forks,Quest objectives,128,Trouver 8 fourchettes
What's cooking?,Quest names,64,Qu'est-ce qui se passe ?
Are you up for a simple job? I need a few things for my kitchen.,Quest descriptions,1024,êtes-vous partant pour un travail simple ? J'ai besoin de quelques trucs pour ma cuisine.
The lost backpack,Quest names,64,Le sac à dos perdu
"We lost contact with two hunters. It appears they were attacked in the forest.\nFrom the latest transmissions it seems that one stayed in the forest and the other escaped towards the makeshift camp.\nIn any case I doubt they are still alive, search for their bodies and bring me their equipment before the bandits arrive.",Quest descriptions,1024,"Nous avons perdu le contact avec deux chasseurs. Il semble qu'ils aient été attaqués dans la forêt.\nD'après les derniéres transmissions, il semble que l'un soit resté dans la forêt et l'autre se soit enfui vers le camp de fortune.\nEn tout cas je doute qu'ils soient encore en vie, cherchez leurs corps et apportez-moi leur équipement avant l'arrivée des bandits."
Survivalist: Makeshift camp p.1,Quest names,64,Survivaliste : Camp de fortune p.1
Ready to test your limits again? Are you up for it?,Quest descriptions,1024,Prét à tester à nouveau vos limites ? êtes-vous partant ?
Survive the forest 2 times,Quest objectives,128,Survivre à la forêt 2 fois
Survivalist: Makeshift camp p.2,Quest names,64,Survivaliste: Camp de fortune p.2
I don't think you can make it this time.,Quest descriptions,1024,Je ne pense pas que tu puisses y arriver cette fois.
Survive the forest 2 times,Quest objectives,128,Survivre à la forêt 2 fois
Makeshift camp,Quest names,64,Camp de fortune
"We detected movement in the makeshift camp by bandits, do some hunting and get rid of them.",Quest descriptions,1024,"Nous avons détecté des mouvements de bandits dans le camp de fortune, chassez un peu et débarrassez-vous-en."
Kill 5 bandits in the forest,Quest objectives,128,Tuez 5 bandits dans la forêt
The missing group p.1,Quest names,64,Le groupe disparu p.1
"Hey Hunter!\nI finished analyzing the documents. There are many drawings of a strange purple crystal, from the directions it seems to be in the swamp.\nThe documents don't seem to contain any trace of scientific data and I don't know what it could be, I sent a team to the swamp to check it out but I lost their contact.\nWe know their last location but I have a bad feeling. When you lose contact with someone out there you already know what happened....\nGo to the swamp and head for their last known position, maybe you can find out more.",Quest descriptions,1024,"Hé Hunter!\nJ'ai fini d'analyser les documents. Il y a de nombreux dessins d'un étrange cristal violet, d'après les directions oû il semble se trouver dans le marais.\nLes documents ne semblent contenir aucune trace de données scientifiques et je ne sais pas ce que cela pourrait être, j'ai envoyé une équipe dans le marais pour vérifier mais j'ai perdu leur contact.\nNous connaissons leur dernier emplacement mais j'ai un mauvais pressentiment. Lorsque vous perdez le contact avec quelqu'un là-bas, vous savez déjà ce qui s'est passé...\nAllez dans le marais et dirigez-vous vers sa derniére position connue, vous pourrez peut-être en savoir plus."
Find the missing group,Quest objectives,128,Trouver le groupe disparu
The missing group p.2,Quest names,64,Le groupe disparu p.2
"Damn it!\nA few reports have come in from scouts saying they've seen an incredible beast, or rather, they said they've seen their companion torn to pieces by this beast.\nThe group seems to have come into contact with it.\nMost likely it will still be in the swamp, I am not asking you to take this huge risk but if you do, the pay will be very high.\nGood luck Hunter!",Quest descriptions,1024,"Bon sang !\nQuelques rapports sont arrivés de scouts disant avoir vu une bête incroyable, ou plutôt, ils ont dit avoir vu leur compagnon déchiqueté par cette bête.\nLe groupe semble être entré en contact avec elle.\nIl est fort probable qu'elle soit encore dans le marais, je ne te demande pas de prendre cet énorme risque mais si tu le fais, la paie sera très élevée.\nBonne chance Hunter !"
Kill the monster,Quest objectives,128,Tuer le monstre
Stylish one,Quest names,64,Le stylé
"Have you been to the mall yet? In any case, you must know about the guy who hangs around inside, a very tough guy.\nAnyway, his armour is of incredible quality. If you kill him a few times, I'll give you one.",Quest descriptions,1024,"Tu es déjà allé au centre commercial ? En tout cas, tu dois connaêtre le type qui traîne à l'intérieur, un type très costaud.\nEn tout cas, son armure est d'une qualité incroyable. Si tu le tues quelques fois, je t'en donne une."
Survive the forest 2 times,Quest objectives,128,Survivre à la forêt 2 fois
Secret documents,Quest names,64,Documents secrets
"Hey! The bartender told me about you. Sounds like you have potential. Well, let's see what you're capable of.\nA while ago, bandits occupied the village in the middle of the forest, it seems they are more organised and stronger than the usual bandits so you'll have to be careful.\nWhat I want you to do is retrieve some documents from a corpse in the village, it should be in the north area, outside a house.\nWe don't know the exact location so I can't put it on the map, you'll have to look for it yourself.\nGood luck!",Quest descriptions,1024,"Hé ! Le barman m'a parlé de toi. On dirait que tu as du potentiel. FranéaisEh bien, voyons de quoi tu es capable.\nIl y a quelque temps, des bandits ont occupé le village au milieu de la forêt, il semble qu'ils soient plus organisés et plus forts que les bandits habituels, donc tu devras faire attention.\nCe que je veux que tu fasses, c'est récupérer des documents sur un cadavre dans le village, il devrait être dans la zone nord, à l'extérieur d'une maison.\nNous ne connaissons pas l'emplacement exact, donc je ne peux pas le mettre sur la carte, tu devras le chercher toi-même.\nBonne chance !"
Retrieve documents located in the village,Quest objectives,128,Récupérer des documents situés dans le village
The old man,Quest names,64,Le vieil homme
"This is more of a personal favour than a real job.\nAfter the explosion at the nuclear power plant, we were instructed to evacuate all the surrounding areas.\nWhen we arrived at the forest my men came across an old man, I think his name was Igor.\nThe fact is that the old man did not want to leave his home and threatened my men, he was very angry. \nWe have a few men stationed in the forest and I would not want Igor to interfere with our operations, so I ask you to take care of him, it should not be a problem, he is old and weak now.",Quest descriptions,1024,"C'est plus une faveur personnelle qu'un vrai travail.\naprès l'explosion de la centrale nucléaire, on nous a demandé d'évacuer toutes les zones environnantes.\nQuand nous sommes arrivés dans la forêt, mes hommes sont tombés sur un vieil homme, je crois que son nom était Igor.\nLe fait est que le vieil homme ne voulait pas quitter sa maison et menaîait mes hommes, il était très en colére. \nNous avons quelques hommes stationnés dans la forêt et je ne voudrais pas qu'Igor interfére avec nos opérations, je vous demande donc de vous occuper de lui, cela ne devrait pas poser de probléme, il est vieux et faible maintenant."
Kill Igor,Quest objectives,128,Tuer Igor
Sawmill p.1,Quest names,64,Scierie p.1
"Since you were successful with the last mission, I want to offer you a similar job.\nThis time the destination is the sawmill in the forest. Unfortunately we don't know the exact location but you should be able to find it by looking at the map, it should be a grey rectangle.\nThere's no need to fight, you just need to do a survey. Just approach the sawmill to complete the mission.",Quest descriptions,1024,"Puisque vous avez réussi la derniére mission, je veux vous proposer un travail similaire.\nCette fois, la destination est la scierie dans la forêt. Malheureusement, nous ne connaissons pas l'emplacement exact mais vous devriez pouvoir la trouver en regardant la carte, ce devrait être un rectangle gris.\nIl n'y a pas besoin de se battre, il vous suffit de faire un relevé. Il suffit de vous approcher de la scierie pour terminer la mission."
Approach the sawmill,Quest objectives,128,Approcher de la scierie
Retaliation,Quest names,64,Reprèsailles
Sawmill p.2,Quest names,64,Scierie p.2
